id,target,creator,description,c1_type,c1_match,c1_value
https://geoconnex.us/ref/places/0607525,https://info.geoconnex.us/collections/places/items/0607525,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0607525?f=${C:f:1}
https://geoconnex.us/ref/places/1973605,https://info.geoconnex.us/collections/places/items/1973605,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1973605?f=${C:f:1}
https://geoconnex.us/ref/places/3752000,https://info.geoconnex.us/collections/places/items/3752000,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3752000?f=${C:f:1}
https://geoconnex.us/ref/places/3109655,https://info.geoconnex.us/collections/places/items/3109655,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3109655?f=${C:f:1}
https://geoconnex.us/ref/places/4263064,https://info.geoconnex.us/collections/places/items/4263064,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4263064?f=${C:f:1}
https://geoconnex.us/ref/places/3682750,https://info.geoconnex.us/collections/places/items/3682750,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3682750?f=${C:f:1}
https://geoconnex.us/ref/places/1229425,https://info.geoconnex.us/collections/places/items/1229425,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1229425?f=${C:f:1}
https://geoconnex.us/ref/places/7245336,https://info.geoconnex.us/collections/places/items/7245336,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7245336?f=${C:f:1}
https://geoconnex.us/ref/places/4226812,https://info.geoconnex.us/collections/places/items/4226812,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4226812?f=${C:f:1}
https://geoconnex.us/ref/places/3634165,https://info.geoconnex.us/collections/places/items/3634165,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3634165?f=${C:f:1}
https://geoconnex.us/ref/places/2232510,https://info.geoconnex.us/collections/places/items/2232510,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2232510?f=${C:f:1}
https://geoconnex.us/ref/places/3647702,https://info.geoconnex.us/collections/places/items/3647702,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3647702?f=${C:f:1}
https://geoconnex.us/ref/places/4064875,https://info.geoconnex.us/collections/places/items/4064875,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4064875?f=${C:f:1}
https://geoconnex.us/ref/places/4812508,https://info.geoconnex.us/collections/places/items/4812508,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4812508?f=${C:f:1}
https://geoconnex.us/ref/places/4834673,https://info.geoconnex.us/collections/places/items/4834673,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4834673?f=${C:f:1}
https://geoconnex.us/ref/places/3932536,https://info.geoconnex.us/collections/places/items/3932536,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3932536?f=${C:f:1}
https://geoconnex.us/ref/places/1268350,https://info.geoconnex.us/collections/places/items/1268350,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1268350?f=${C:f:1}
https://geoconnex.us/ref/places/5401396,https://info.geoconnex.us/collections/places/items/5401396,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/5401396?f=${C:f:1}
https://geoconnex.us/ref/places/1201353,https://info.geoconnex.us/collections/places/items/1201353,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1201353?f=${C:f:1}
https://geoconnex.us/ref/places/1242787,https://info.geoconnex.us/collections/places/items/1242787,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1242787?f=${C:f:1}
https://geoconnex.us/ref/places/1220050,https://info.geoconnex.us/collections/places/items/1220050,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1220050?f=${C:f:1}
https://geoconnex.us/ref/places/2434525,https://info.geoconnex.us/collections/places/items/2434525,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2434525?f=${C:f:1}
https://geoconnex.us/ref/places/2771734,https://info.geoconnex.us/collections/places/items/2771734,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2771734?f=${C:f:1}
https://geoconnex.us/ref/places/4855080,https://info.geoconnex.us/collections/places/items/4855080,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4855080?f=${C:f:1}
https://geoconnex.us/ref/places/0826765,https://info.geoconnex.us/collections/places/items/0826765,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0826765?f=${C:f:1}
https://geoconnex.us/ref/places/2621040,https://info.geoconnex.us/collections/places/items/2621040,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2621040?f=${C:f:1}
https://geoconnex.us/ref/places/2718458,https://info.geoconnex.us/collections/places/items/2718458,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2718458?f=${C:f:1}
https://geoconnex.us/ref/places/1216725,https://info.geoconnex.us/collections/places/items/1216725,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1216725?f=${C:f:1}
https://geoconnex.us/ref/places/7208700,https://info.geoconnex.us/collections/places/items/7208700,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7208700?f=${C:f:1}
https://geoconnex.us/ref/places/0250080,https://info.geoconnex.us/collections/places/items/0250080,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0250080?f=${C:f:1}
https://geoconnex.us/ref/places/5304100,https://info.geoconnex.us/collections/places/items/5304100,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/5304100?f=${C:f:1}
https://geoconnex.us/ref/places/5372205,https://info.geoconnex.us/collections/places/items/5372205,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/5372205?f=${C:f:1}
https://geoconnex.us/ref/places/2238845,https://info.geoconnex.us/collections/places/items/2238845,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2238845?f=${C:f:1}
https://geoconnex.us/ref/places/0607172,https://info.geoconnex.us/collections/places/items/0607172,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0607172?f=${C:f:1}
https://geoconnex.us/ref/places/0849490,https://info.geoconnex.us/collections/places/items/0849490,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0849490?f=${C:f:1}
https://geoconnex.us/ref/places/4835324,https://info.geoconnex.us/collections/places/items/4835324,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4835324?f=${C:f:1}
https://geoconnex.us/ref/places/4233528,https://info.geoconnex.us/collections/places/items/4233528,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4233528?f=${C:f:1}
https://geoconnex.us/ref/places/1954750,https://info.geoconnex.us/collections/places/items/1954750,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1954750?f=${C:f:1}
https://geoconnex.us/ref/places/2919792,https://info.geoconnex.us/collections/places/items/2919792,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2919792?f=${C:f:1}
https://geoconnex.us/ref/places/0608310,https://info.geoconnex.us/collections/places/items/0608310,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0608310?f=${C:f:1}
https://geoconnex.us/ref/places/0646870,https://info.geoconnex.us/collections/places/items/0646870,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0646870?f=${C:f:1}
https://geoconnex.us/ref/places/1730458,https://info.geoconnex.us/collections/places/items/1730458,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1730458?f=${C:f:1}
https://geoconnex.us/ref/places/1757381,https://info.geoconnex.us/collections/places/items/1757381,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1757381?f=${C:f:1}
https://geoconnex.us/ref/places/1764421,https://info.geoconnex.us/collections/places/items/1764421,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1764421?f=${C:f:1}
https://geoconnex.us/ref/places/0510300,https://info.geoconnex.us/collections/places/items/0510300,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0510300?f=${C:f:1}
https://geoconnex.us/ref/places/0673262,https://info.geoconnex.us/collections/places/items/0673262,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0673262?f=${C:f:1}
https://geoconnex.us/ref/places/1226000,https://info.geoconnex.us/collections/places/items/1226000,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1226000?f=${C:f:1}
https://geoconnex.us/ref/places/1263362,https://info.geoconnex.us/collections/places/items/1263362,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1263362?f=${C:f:1}
https://geoconnex.us/ref/places/2964370,https://info.geoconnex.us/collections/places/items/2964370,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2964370?f=${C:f:1}
https://geoconnex.us/ref/places/5581250,https://info.geoconnex.us/collections/places/items/5581250,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/5581250?f=${C:f:1}
https://geoconnex.us/ref/places/3646074,https://info.geoconnex.us/collections/places/items/3646074,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3646074?f=${C:f:1}
https://geoconnex.us/ref/places/3646140,https://info.geoconnex.us/collections/places/items/3646140,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3646140?f=${C:f:1}
https://geoconnex.us/ref/places/3649066,https://info.geoconnex.us/collections/places/items/3649066,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3649066?f=${C:f:1}
https://geoconnex.us/ref/places/0556720,https://info.geoconnex.us/collections/places/items/0556720,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0556720?f=${C:f:1}
https://geoconnex.us/ref/places/0682422,https://info.geoconnex.us/collections/places/items/0682422,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/0682422?f=${C:f:1}
https://geoconnex.us/ref/places/3670442,https://info.geoconnex.us/collections/places/items/3670442,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3670442?f=${C:f:1}
https://geoconnex.us/ref/places/4253088,https://info.geoconnex.us/collections/places/items/4253088,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4253088?f=${C:f:1}
https://geoconnex.us/ref/places/1721826,https://info.geoconnex.us/collections/places/items/1721826,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1721826?f=${C:f:1}
https://geoconnex.us/ref/places/4849356,https://info.geoconnex.us/collections/places/items/4849356,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4849356?f=${C:f:1}
https://geoconnex.us/ref/places/1743094,https://info.geoconnex.us/collections/places/items/1743094,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1743094?f=${C:f:1}
https://geoconnex.us/ref/places/5137336,https://info.geoconnex.us/collections/places/items/5137336,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/5137336?f=${C:f:1}
https://geoconnex.us/ref/places/2239685,https://info.geoconnex.us/collections/places/items/2239685,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2239685?f=${C:f:1}
https://geoconnex.us/ref/places/4250528,https://info.geoconnex.us/collections/places/items/4250528,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/4250528?f=${C:f:1}
https://geoconnex.us/ref/places/1766157,https://info.geoconnex.us/collections/places/items/1766157,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1766157?f=${C:f:1}
https://geoconnex.us/ref/places/2003900,https://info.geoconnex.us/collections/places/items/2003900,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/2003900?f=${C:f:1}
https://geoconnex.us/ref/places/1356560,https://info.geoconnex.us/collections/places/items/1356560,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/1356560?f=${C:f:1}
https://geoconnex.us/ref/places/7215924,https://info.geoconnex.us/collections/places/items/7215924,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7215924?f=${C:f:1}
https://geoconnex.us/ref/places/7217773,https://info.geoconnex.us/collections/places/items/7217773,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7217773?f=${C:f:1}
https://geoconnex.us/ref/places/7247013,https://info.geoconnex.us/collections/places/items/7247013,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7247013?f=${C:f:1}
https://geoconnex.us/ref/places/7257978,https://info.geoconnex.us/collections/places/items/7257978,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7257978?f=${C:f:1}
https://geoconnex.us/ref/places/7219665,https://info.geoconnex.us/collections/places/items/7219665,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7219665?f=${C:f:1}
https://geoconnex.us/ref/places/7222589,https://info.geoconnex.us/collections/places/items/7222589,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7222589?f=${C:f:1}
https://geoconnex.us/ref/places/7275694,https://info.geoconnex.us/collections/places/items/7275694,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7275694?f=${C:f:1}
https://geoconnex.us/ref/places/7228824,https://info.geoconnex.us/collections/places/items/7228824,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/7228824?f=${C:f:1}
https://geoconnex.us/ref/places/3611781,https://info.geoconnex.us/collections/places/items/3611781,kyle.onda@duke.edu,Census places reference geographies,QueryString,f=.*,https://info.geoconnex.us/collections/places/items/3611781?f=${C:f:1}
