id,target,creator,description,lat,lon,c1_type,c1_match,c1_value
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_071-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_071-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_071-well_1,41.28173889,-80.29900706,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_071-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_072-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_072-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_072-well_1,41.28166672,-80.27773408,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_072-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_073-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_073-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_073-well_1,41.2858472,-80.28126326,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_073-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_074-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_074-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_074-well_1,41.28238446,-80.30262249,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_074-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_075-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_075-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_075-well_1,41.28360398,-80.31151353,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_075-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_076-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_076-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_076-well_1,41.29519763,-80.31423458,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_076-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_077-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_077-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_077-well_1,41.28779427,-80.31444846,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_077-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_078-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_078-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_078-well_1,41.28203956,-80.3045073,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_078-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_079-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_079-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_079-well_1,41.29571771,-80.308387,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_079-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_080-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_080-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_080-well_1,41.29195233,-80.28588749,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_080-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_081-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_081-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_081-well_1,41.29060043,-80.2851055,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_081-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_082-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_082-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_082-well_1,41.28549743,-80.30485556,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_082-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_083-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_083-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_083-well_1,41.28322168,-80.30880683,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_083-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_084-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_084-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_084-well_1,41.28322168,-80.30890683,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_084-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_085-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_085-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_085-well_1,41.29492037,-80.30454918,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_085-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_086-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_086-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_086-well_1,41.28186821,-80.29002764,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_086-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_086-well_2,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_086-well_2,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_086-well_2,41.27998055,-80.29059601,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_086-well_2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_087-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_087-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_087-well_1,41.28196259,-80.29038771,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_087-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_088-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_088-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_088-well_1,41.29848053,-80.31307266,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_088-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_089-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_089-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_089-well_1,41.29498472,-80.29003304,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_089-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_090-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_090-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_090-well_1,41.28561998,-80.31331789,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_090-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_091-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_091-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_091-well_1,41.29238562,-80.314664,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_091-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_092-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_092-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_092-well_1,41.28644953,-80.31399955,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_092-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_093-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_093-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_093-well_1,41.29484931,-80.30824003,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_093-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_094-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_094-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_094-well_1,41.29571695,-80.30440788,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_094-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_095-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_095-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_095-well_1,41.28190485,-80.30682398,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_095-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_096-spring_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_096-spring_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_096-spring_1,41.28258553,-80.29439901,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_096-spring_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_096-spring_2,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_096-spring_2,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_096-spring_2,41.28590132,-80.29658182,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_096-spring_2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_097-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_097-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_097-well_1,41.27839551,-80.29915509,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_097-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_098-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_098-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_098-well_1,41.24812621,-80.2681088,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_098-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_099-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_099-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_099-well_1,41.25005066,-80.27091614,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_099-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_100-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_100-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_100-well_1,41.24816684,-80.27943572,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_100-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_101-spring_2,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_101-spring_2,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_101-spring_2,41.24839767,-80.25352514,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_101-spring_2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_102-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_102-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_102-well_1,41.25878784,-80.25604422,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_102-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_102-well_2,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_102-well_2,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_102-well_2,41.25857599,-80.2593975,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_102-well_2?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_103-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_103-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_103-well_1,41.25886627,-80.26551327,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_103-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_104-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_104-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_104-well_1,41.24940644,-80.26969169,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_104-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_105-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_105-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_105-well_1,41.24841795,-80.27081585,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_105-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_106-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_106-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_106-well_1,41.26650987,-80.26301553,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_106-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_107-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_107-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_107-well_1,41.25032964,-80.27273724,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_107-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_108-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_108-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_108-well_1,41.24556642,-80.27825475,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_108-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_109-well_1,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_109-well_1,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_109-well_1,41.24516275,-80.26675082,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_109-well_1?f=${C:f:1}
https://geoconnex.us/cuahsi/his/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_109-well_2,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_109-well_2,acastronova@cuahsi.org,PADEP_Predrill_Mercer-Jefferson_109-well_2,41.25347448,-80.275225,QueryString,f?=.*,http://selfie.cuahsi.org/ShaleNetworkODM/PADEP_Predrill_Mercer-Jefferson_109-well_2?f=${C:f:1}
